Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Day,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
3580616,429249,438590,2,Leeds 2016,08/05/2016,Sunday,910,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,41,Car
3580616,429249,438590,2,Leeds 2016,08/05/2016,Sunday,910,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,15,Car
3580616,429249,438590,2,Leeds 2016,08/05/2016,Sunday,910,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,20,Car
3580616,429249,438590,2,Leeds 2016,08/05/2016,Sunday,910,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Male,25,Car
3580722,428014,436685,1,Leeds 2016,08/05/2016,Sunday,1230,B,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,12,Car
3580871,428401,442137,1,Leeds 2016,08/05/2016,Sunday,1350,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,47,Pedal cycle
3581120,427787,434078,2,Leeds 2016,08/05/2016,Sunday,1556,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,23,Car
3581175,431582,434010,2,Leeds 2016,08/05/2016,Sunday,427,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,46,Car
3581175,431582,434010,2,Leeds 2016,08/05/2016,Sunday,427,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,43,Car
3581631,426218,442464,2,Leeds 2016,08/05/2016,Sunday,1940,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,21,Pedal cycle
3590524,429994,436525,2,Leeds 2016,09/05/2016,Monday,955,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,39,Car
3590524,429994,436525,2,Leeds 2016,09/05/2016,Monday,955,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,33,Car
3590524,429994,436525,2,Leeds 2016,09/05/2016,Monday,955,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,30,Car
3590524,429994,436525,2,Leeds 2016,09/05/2016,Monday,955,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,36,Car
3590678,431747,435400,2,Leeds 2016,09/05/2016,Monday,1040,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,40,Car
3591091,430904,433482,1,Leeds 2016,09/05/2016,Monday,1549,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,12,Bus or coach (17 or more passenger seats)
3591204,427650,436675,2,Leeds 2016,09/05/2016,Monday,1430,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,25,Minibus (8 to 16 passenger seats)
3591204,427650,436675,2,Leeds 2016,09/05/2016,Monday,1430,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,25,Minibus (8 to 16 passenger seats)
3591260,433127,436120,2,Leeds 2016,09/05/2016,Monday,1700,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,39,Car
3591260,433127,436120,2,Leeds 2016,09/05/2016,Monday,1700,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,33,Car
35A0884,430800,435338,2,Leeds 2016,10/05/2016,Tuesday,1440,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,26,Pedal cycle
35A0905,426781,438346,2,Leeds 2016,10/05/2016,Tuesday,1450,A,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,63,Motorcycle over 500cc
35A1010,425810,435122,2,Leeds 2016,09/05/2016,Monday,2130,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Driver,Slight,Male,34,Pedal cycle
35A1040,432604,434865,2,Leeds 2016,10/05/2016,Tuesday,1640,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,32,Taxi or Private hire car
35B0229,429913,437027,1,Leeds 2016,11/05/2016,Wednesday,655,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,47,Motorcycle over 500cc
35B0701,433178,434015,2,Leeds 2016,11/05/2016,Wednesday,1311,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,48,Car
35B1560,419994,440921,2,Leeds 2016,11/05/2016,Wednesday,1900,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,24,Pedal cycle
35C0517,442188,443333,2,Leeds 2016,12/05/2016,Thursday,1108,A(M),Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,89,Car
35C0531,429426,433928,2,Leeds 2016,12/05/2016,Thursday,1115,A(M),Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,51,Car
35C1649,434338,427893,2,Leeds 2016,12/05/2016,Thursday,2040,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,41,Motorcycle over 500cc
35C1708,428945,435464,1,Leeds 2016,12/05/2016,Thursday,740,Unclassified,Dry,Daylight street lights present,Unknown,Pedestrian,Slight,Male,48,Taxi or Private hire car
35C1838,431613,436133,1,Leeds 2016,12/05/2016,Thursday,2224,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,36,Car
35D0486,441030,445794,1,Leeds 2016,13/05/2016,Friday,1118,A(M),Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,82,Goods vehicle 3.5 tonnes mgw and under
35D1020,429652,434613,2,Leeds 2016,13/05/2016,Friday,830,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,20,Pedal cycle
35D1192,426512,431859,1,Leeds 2016,12/06/2016,Sunday,1043,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,16,Car
35D1603,422170,434468,1,Leeds 2016,13/05/2016,Friday,1800,B,Dry,Daylight street lights present,Unknown,Pedestrian,Slight,Female,12,Car
35E0878,430030,433365,1,Leeds 2016,14/05/2016,Saturday,1410,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,56,Car
35E0966,437676,433143,4,Leeds 2016,14/05/2016,Saturday,1445,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
35F0744,437689,438131,2,Leeds 2016,15/05/2016,Sunday,1240,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,56,Car
35F0783,432414,426105,2,Leeds 2016,15/05/2016,Sunday,1100,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,25,Car
35F0828,429028,437515,2,Leeds 2016,15/05/2016,Sunday,1328,B,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,24,Car
35F0883,426503,433764,2,Leeds 2016,15/05/2016,Sunday,1359,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,14,Motorcycle over 50cc and up to 125cc
35F0883,426503,433764,2,Leeds 2016,15/05/2016,Sunday,1359,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Male,17,Motorcycle over 50cc and up to 125cc
35F1453,430049,432462,1,Leeds 2016,15/05/2016,Sunday,1932,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
35F1522,429532,431098,2,Leeds 2016,15/05/2016,Sunday,2008,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,66,Car
35G0357,430474,435612,1,Leeds 2016,10/05/2016,Tuesday,2100,A,Dry,Darkness street lights present and lit,Unknown,Pedestrian,Slight,Male,16,Car
35G0635,439942,428810,2,Leeds 2016,16/05/2016,Monday,1247,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,25,Car
35G0635,439942,428810,2,Leeds 2016,16/05/2016,Monday,1247,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,41,Car
35G0736,427568,434542,2,Leeds 2016,16/05/2016,Monday,720,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
35G0940,427278,433077,3,Leeds 2016,16/05/2016,Monday,1535,B,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,23,Pedal cycle
35G1097,427337,437182,1,Leeds 2016,16/05/2016,Monday,1658,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
35G1097,427337,437182,1,Leeds 2016,16/05/2016,Monday,1658,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Pedal cycle
35G1142,428999,432316,2,Leeds 2016,16/05/2016,Monday,1700,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
35H0186,427524,436945,2,Leeds 2016,17/05/2016,Tuesday,732,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
35H0201,430839,434003,2,Leeds 2016,17/05/2016,Tuesday,749,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,19,Pedal cycle
35H0211,436555,433909,2,Leeds 2016,17/05/2016,Tuesday,810,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle
35H0223,432416,437358,1,Leeds 2016,17/05/2016,Tuesday,820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
35H0338,424396,427823,3,Leeds 2016,17/05/2016,Tuesday,945,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,33,Car
35H0465,429311,432174,1,Leeds 2016,17/05/2016,Tuesday,1112,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,2,Car
35H0484,428324,434115,2,Leeds 2016,17/05/2016,Tuesday,1120,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,51,Pedal cycle
35H0788,430221,434366,1,Leeds 2016,17/05/2016,Tuesday,1400,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,34,Car
35H0966,429388,435473,2,Leeds 2016,17/05/2016,Tuesday,1527,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
35H1621,429454,425820,2,Leeds 2016,17/05/2016,Tuesday,1510,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,11,Pedal cycle
35H1699,426848,438041,2,Leeds 2016,17/05/2016,Tuesday,2105,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,53,Pedal cycle
35H1777,431920,434398,1,Leeds 2016,17/05/2016,Tuesday,2143,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Car
35I0404,427942,430306,2,Leeds 2016,18/05/2016,Wednesday,1003,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,42,Car
35I0507,418068,442610,1,Leeds 2016,18/05/2016,Wednesday,830,A,Wet or Damp,Daylight street lights present,Unknown,Pedestrian,Slight,Male,14,Car
35I0507,418068,442610,1,Leeds 2016,18/05/2016,Wednesday,830,A,Wet or Damp,Daylight street lights present,Unknown,Pedestrian,Slight,Female,14,Car
35I0551,440040,434239,1,Leeds 2016,18/05/2016,Wednesday,1141,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
35I0677,426336,435496,2,Leeds 2016,18/05/2016,Wednesday,1244,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,45,Car
35I0726,429596,434707,2,Leeds 2016,18/05/2016,Wednesday,1315,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,19,Pedal cycle
35I1110,424296,427883,2,Leeds 2016,18/05/2016,Wednesday,1619,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
35I1270,423324,434364,2,Leeds 2016,18/05/2016,Wednesday,1735,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,33,Pedal cycle
35I1338,426990,433440,1,Leeds 2016,18/05/2016,Wednesday,1825,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,38,Car
35J0354,426349,426897,2,Leeds 2016,18/05/2016,Wednesday,1620,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,32,Car
35J0868,429037,436316,1,Leeds 2016,19/05/2016,Thursday,1935,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,54,Taxi or Private hire car
35J0966,431010,433141,1,Leeds 2016,19/05/2016,Thursday,1515,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
35J0987,432577,435131,2,Leeds 2016,19/05/2016,Thursday,1529,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,41,Car
35J1319,419750,438776,2,Leeds 2016,19/05/2016,Thursday,1820,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,35,Pedal cycle
35J1407,433625,425845,2,Leeds 2016,19/05/2016,Thursday,1845,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Female,24,Car
35J1407,433625,425845,2,Leeds 2016,19/05/2016,Thursday,1845,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
35K0279,425546,439944,2,Leeds 2016,20/05/2016,Friday,808,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,28,Car
35K0370,427501,435910,1,Leeds 2016,20/05/2016,Friday,1005,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,75,Car
35K0391,430787,439212,1,Leeds 2016,20/05/2016,Friday,1015,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,78,Car
35K1150,430010,434412,6,Leeds 2016,20/05/2016,Friday,1658,A(M),Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,79,Car
35K1172,430795,434521,2,Leeds 2016,20/05/2016,Friday,1705,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,37,Car
35K1172,430795,434521,2,Leeds 2016,20/05/2016,Friday,1705,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,41,Car
35K1736,429962,433220,2,Leeds 2016,20/05/2016,Friday,1500,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,21,Car
35K1736,429962,433220,2,Leeds 2016,20/05/2016,Friday,1500,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Serious,Male,34,Car
35L0596,420241,445554,1,Leeds 2016,21/05/2016,Saturday,1030,A,Dry,Daylight street lights present,Unknown,Pedestrian,Slight,Male,10,Car
35L0607,427000,440452,1,Leeds 2016,21/05/2016,Saturday,1135,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,28,Car
35L0757,424592,433600,2,Leeds 2016,20/05/2016,Friday,2040,A,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,29,Pedal cycle
35L1029,422158,433253,1,Leeds 2016,21/05/2016,Saturday,1550,B,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,14,Car
35L1752,430327,433739,2,Leeds 2016,21/05/2016,Saturday,2310,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Motorcycle over 50cc and up to 125cc
35L1828,429731,435424,2,Leeds 2016,21/05/2016,Saturday,2358,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,43,Car
35M0417,427009,440075,3,Leeds 2016,22/05/2016,Sunday,720,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,48,Pedal cycle
35M0417,427009,440075,3,Leeds 2016,22/05/2016,Sunday,720,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
35M0866,428930,436445,1,Leeds 2016,23/05/2016,Monday,1430,B,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
35M1105,428517,425441,2,Leeds 2016,22/05/2016,Sunday,1610,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,78,Car
35M1105,428517,425441,2,Leeds 2016,22/05/2016,Sunday,1610,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,63,Car
35M1105,428517,425441,2,Leeds 2016,22/05/2016,Sunday,1610,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,25,Car
35M1240,431583,429064,1,Leeds 2016,22/05/2016,Sunday,1717,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Goods vehicle 3.5 tonnes mgw and under
35N0289,429824,432529,1,Leeds 2016,23/05/2016,Monday,850,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Car
35N0564,429462,440826,2,Leeds 2016,23/05/2016,Monday,1101,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,75,Car
35N1534,430408,433478,1,Leeds 2016,23/05/2016,Monday,1915,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Taxi or Private hire car
35O0268,435906,425854,2,Leeds 2016,24/05/2016,Tuesday,834,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,20,Car
35O0268,435906,425854,2,Leeds 2016,24/05/2016,Tuesday,834,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,58,Car
35O0304,428952,433435,2,Leeds 2016,24/05/2016,Tuesday,902,A(M),Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,23,Goods vehicle 3.5 tonnes mgw and under
35O0524,431594,439585,2,Leeds 2016,24/05/2016,Tuesday,750,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,62,Motorcycle over 500cc
